Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Spending,Has_child,Living_With,Children
Graduate,Together,35322.0,With_Kid,With_Teen,2012-08-22,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,57,106,1,Partner,3
Graduate,Married,77142.0,Without_Kid,Without_Teen,2013-05-29,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,77,990,0,Partner,0
Graduate,Single,81657.0,Without_Kid,Without_Teen,2014-01-22,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,56,1097,0,Single,0
Undergraduate,Married,14421.0,Without_Kid,Without_Teen,2014-02-17,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,29,16,0,Partner,0
Undergraduate,Married,20130.0,Without_Kid,Without_Teen,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,51,34,0,Partner,0
Postgraduate,Married,74214.0,Without_Kid,Without_Teen,2012-08-26,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,35,1711,0,Partner,0
Postgraduate,Married,66726.0,With_Kid,With_Teen,2014-01-12,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,68,438,1,Partner,2
Undergraduate,Together,23724.0,With_Kid,Without_Teen,2013-01-08,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,46,75,1,Partner,1
Postgraduate,Married,47353.0,Without_Kid,With_Teen,2013-11-13,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,65,225,1,Partner,1
Postgraduate,Married,33444.0,With_Kid,With_Teen,2012-11-03,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,73,18,1,Partner,2
Graduate,Married,54386.0,Without_Kid,With_Teen,2013-05-17,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,44,470,1,Partner,1
Graduate,Divorced,28510.0,With_Kid,With_Teen,2013-04-13,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,44,91,1,Single,2
Postgraduate,Single,90638.0,Without_Kid,Without_Teen,2014-02-13,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,34,2525,0,Single,0
Graduate,Together,48070.0,Without_Kid,With_Teen,2013-01-13,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,75,504,1,Partner,1
Graduate,Married,43140.0,Without_Kid,With_Teen,2013-01-05,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,68,235,1,Partner,1
Postgraduate,Divorced,54959.0,Without_Kid,With_Teen,2013-01-19,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,64,1232,1,Single,1
Undergraduate,Single,15056.0,With_Kid,With_Teen,2013-05-03,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,67,88,1,Single,2
Graduate,Single,26954.0,With_Kid,Without_Teen,2014-05-08,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,54,17,1,Single,1
Graduate,Single,22327.0,With_Kid,Without_Teen,2013-08-02,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,40,24,1,Single,1
Graduate,Married,44393.0,With_Kid,With_Teen,2013-08-22,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,60,60,1,Partner,2
Postgraduate,Single,62000.0,Without_Kid,With_Teen,2013-08-25,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,73,1020,1,Single,1
Postgraduate,Together,31497.0,Without_Kid,With_Teen,2012-12-06,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,63,155,1,Partner,1
Undergraduate,Married,45894.0,Without_Kid,With_Teen,2014-02-27,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,51,51,1,Partner,2
Postgraduate,Divorced,78579.0,Without_Kid,Without_Teen,2012-12-22,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,55,1812,0,Single,0
Postgraduate,Widow,67369.0,Without_Kid,With_Teen,2012-11-17,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,56,1461,1,Single,1
Graduate,Divorced,58401.0,Without_Kid,With_Teen,2014-04-20,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,65,96,1,Single,1
Graduate,Single,62307.0,Without_Kid,With_Teen,2014-02-17,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,73,160,1,Single,1
Postgraduate,Married,43641.0,With_Kid,With_Teen,2013-04-22,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,56,139,1,Partner,2
Postgraduate,Divorced,63841.0,Without_Kid,With_Teen,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,57,908,1,Single,1
Undergraduate,Married,46891.0,Without_Kid,With_Teen,2013-09-01,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,60,183,1,Partner,1
Postgraduate,Married,70091.0,With_Kid,Without_Teen,2013-03-31,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,56,1161,1,Partner,1
Postgraduate,Married,78075.0,Without_Kid,Without_Teen,2014-04-05,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,53,988,0,Partner,0
Undergraduate,Widow,59184.0,Without_Kid,With_Teen,2012-09-09,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,64,1072,1,Single,1
Graduate,Married,54809.0,With_Kid,With_Teen,2013-09-11,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,48,174,1,Partner,2
Graduate,Married,58113.0,Without_Kid,With_Teen,2013-01-25,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,66,758,1,Partner,1
Postgraduate,Married,51412.0,Without_Kid,With_Teen,2013-12-31,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,67,195,1,Partner,1
Graduate,Divorced,15287.0,With_Kid,Without_Teen,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,46,31,1,Single,1
Postgraduate,Together,66636.0,Without_Kid,Without_Teen,2013-08-17,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,68,1084,0,Partner,0
Postgraduate,Married,50965.0,Without_Kid,With_Teen,2013-02-20,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,69,685,1,Partner,1
Postgraduate,Married,84618.0,Without_Kid,Without_Teen,2013-11-22,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,60,1672,0,Partner,0
Graduate,Married,18351.0,Without_Kid,Without_Teen,2013-10-29,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,35,43,0,Partner,0
Postgraduate,Together,40451.0,Without_Kid,With_Teen,2014-02-16,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,68,49,1,Partner,2
Graduate,Together,36317.0,Without_Kid,With_Teen,2013-05-22,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,60,133,1,Partner,1
Graduate,Together,42213.0,Without_Kid,With_Teen,2013-10-12,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,68,363,1,Partner,1
Graduate,Together,65748.0,Without_Kid,With_Teen,2013-04-15,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,70,545,1,Partner,1
Graduate,Together,77044.0,Without_Kid,With_Teen,2013-10-27,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,53,1065,1,Partner,1
Graduate,Together,74918.0,Without_Kid,Without_Teen,2013-03-12,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,56,2047,0,Partner,0
Graduate,Married,56721.0,With_Kid,With_Teen,2012-10-31,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,53,296,1,Partner,2
Graduate,Single,42160.0,With_Kid,With_Teen,2013-06-28,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,50,140,1,Single,2
Graduate,Single,61559.0,Without_Kid,With_Teen,2013-07-17,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,60,530,1,Single,1
Postgraduate,Together,33629.0,With_Kid,With_Teen,2012-08-08,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,62,152,1,Partner,2
Postgraduate,Together,68682.0,Without_Kid,Without_Teen,2013-10-06,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,34,1598,0,Partner,0
Graduate,Single,34377.0,Without_Kid,With_Teen,2013-01-19,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,62,114,1,Single,1
Undergraduate,Single,8940.0,With_Kid,Without_Teen,2012-08-22,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,39,101,1,Single,1
Graduate,Married,26228.0,With_Kid,Without_Teen,2013-09-22,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,52,25,1,Partner,1
Undergraduate,Divorced,77297.0,Without_Kid,Without_Teen,2013-01-26,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,68,789,0,Single,0
Graduate,Married,40211.0,With_Kid,With_Teen,2013-07-30,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,44,87,1,Partner,2
Postgraduate,Widow,33438.0,With_Kid,With_Teen,2013-09-22,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,67,90,1,Single,2
Postgraduate,Married,75032.0,Without_Kid,With_Teen,2013-04-28,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,66,1215,1,Partner,1
Postgraduate,Single,61284.0,Without_Kid,Without_Teen,2013-10-12,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,70,811,0,Single,0
Graduate,Married,22518.0,With_Kid,Without_Teen,2012-10-22,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,39,61,1,Partner,1
Postgraduate,Married,54730.0,Without_Kid,With_Teen,2013-08-15,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,50,405,1,Partner,1
Postgraduate,Married,38452.0,With_Kid,With_Teen,2014-03-30,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,70,72,1,Partner,2
Graduate,Divorced,44421.0,With_Kid,With_Teen,2013-02-15,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,54,189,1,Single,2
Postgraduate,Together,38197.0,With_Kid,Without_Teen,2013-06-29,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,39,40,1,Partner,1
Graduate,Divorced,41986.0,Without_Kid,With_Teen,2014-02-09,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,47,63,1,Single,1
Graduate,Together,28427.0,With_Kid,Without_Teen,2013-03-21,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,42,52,1,Partner,1
Postgraduate,Together,37395.0,With_Kid,Without_Teen,2014-05-02,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,49,39,1,Partner,1
Graduate,Married,64722.0,With_Kid,Without_Teen,2014-05-26,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,54,805,1,Partner,1
Postgraduate,Together,55249.0,Without_Kid,With_Teen,2014-04-17,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,69,130,1,Partner,1
Graduate,Together,84906.0,Without_Kid,Without_Teen,2013-10-04,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,53,1631,0,Partner,0
Graduate,Married,28691.0,With_Kid,Without_Teen,2013-07-04,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,36,34,1,Partner,1
Graduate,Single,44213.0,With_Kid,With_Teen,2013-11-29,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,73,152,1,Single,2
Undergraduate,Single,25707.0,With_Kid,Without_Teen,2014-01-18,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,41,21,1,Single,1
Postgraduate,Married,59062.0,With_Kid,With_Teen,2013-10-03,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,58,71,1,Partner,3
Graduate,Single,76624.0,Without_Kid,With_Teen,2014-05-24,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,63,899,1,Single,1
Postgraduate,Together,66000.0,Without_Kid,Without_Teen,2014-04-20,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,78,711,0,Partner,0
Postgraduate,Together,27683.0,With_Kid,Without_Teen,2012-08-04,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,47,351,1,Partner,1
Graduate,Divorced,1730.0,Without_Kid,Without_Teen,2014-05-18,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,54,8,0,Single,0
Undergraduate,Single,7500.0,With_Kid,Without_Teen,2012-12-03,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,33,119,1,Single,1
Graduate,Together,40521.0,With_Kid,With_Teen,2013-04-05,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,57,21,1,Partner,2
Postgraduate,Together,20427.0,With_Kid,Without_Teen,2014-03-24,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,52,10,1,Partner,1
Graduate,Married,65106.0,Without_Kid,With_Teen,2014-05-24,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,50,973,1,Partner,1
Postgraduate,Married,69969.0,Without_Kid,Without_Teen,2013-08-27,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,60,1536,0,Partner,0
Graduate,Married,67433.0,Without_Kid,With_Teen,2013-07-16,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,73,992,1,Partner,2
Postgraduate,Married,77766.0,Without_Kid,With_Teen,2013-02-22,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,58,1529,1,Partner,1
Graduate,Married,74716.0,Without_Kid,With_Teen,2013-09-12,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,53,860,1,Partner,1
Graduate,Divorced,68118.0,Without_Kid,With_Teen,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,62,928,1,Single,1
Postgraduate,Married,55158.0,With_Kid,With_Teen,2012-07-30,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,55,418,1,Partner,2
Undergraduate,Married,62972.0,Without_Kid,With_Teen,2012-08-03,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,70,587,1,Partner,1
Graduate,Married,74190.0,Without_Kid,With_Teen,2014-05-12,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,50,641,1,Partner,1
Graduate,Married,39356.0,With_Kid,With_Teen,2014-03-19,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,49,23,1,Partner,2
Graduate,Together,76653.0,Without_Kid,Without_Teen,2013-08-16,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,56,2279,0,Partner,0
Postgraduate,Divorced,35860.0,With_Kid,With_Teen,2014-05-19,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,52,49,1,Single,2
Postgraduate,Divorced,90687.0,Without_Kid,Without_Teen,2013-05-22,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,42,1779,0,Single,0
Postgraduate,Together,73450.0,Without_Kid,Without_Teen,2013-12-05,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,43,1804,0,Partner,0
Graduate,Married,31454.0,With_Kid,With_Teen,2013-07-06,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,65,48,1,Partner,2
Graduate,Single,47139.0,With_Kid,With_Teen,2014-03-06,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,73,83,1,Single,2
Graduate,Divorced,83829.0,Without_Kid,Without_Teen,2013-10-08,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,50,1862,0,Single,0
Postgraduate,Married,53378.0,With_Kid,With_Teen,2012-09-24,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,62,793,1,Partner,2
Graduate,Together,19656.0,With_Kid,Without_Teen,2013-02-08,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,55,84,1,Partner,1
Postgraduate,Married,45579.0,Without_Kid,With_Teen,2013-08-20,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,77,183,1,Partner,1
Undergraduate,Single,85485.0,Without_Kid,Without_Teen,2014-06-21,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,67,1383,0,Single,0
Graduate,Married,55956.0,Without_Kid,Without_Teen,2014-04-07,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,81,999,0,Partner,0
Postgraduate,Single,64191.0,Without_Kid,With_Teen,2013-01-22,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,62,825,1,Single,1
Graduate,Single,38808.0,With_Kid,Without_Teen,2012-08-26,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1,53,246,1,Single,1
Postgraduate,Married,57183.0,With_Kid,With_Teen,2013-03-19,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,59,610,1,Partner,2
Postgraduate,Divorced,23748.0,With_Kid,Without_Teen,2012-11-21,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,57,76,1,Single,1
Graduate,Married,66303.0,Without_Kid,With_Teen,2013-02-26,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,54,1286,1,Partner,1
Postgraduate,Married,37368.0,With_Kid,Without_Teen,2013-12-16,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,50,30,1,Partner,1
Graduate,Married,40800.0,With_Kid,With_Teen,2013-01-01,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,61,99,1,Partner,3
Graduate,Divorced,71847.0,Without_Kid,Without_Teen,2012-09-21,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,47,1192,0,Single,0
Graduate,Married,46149.0,Without_Kid,With_Teen,2013-11-29,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,50,362,1,Partner,1
Graduate,Together,78687.0,Without_Kid,Without_Teen,2012-08-09,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,42,2130,0,Partner,0
Undergraduate,Divorced,49118.0,Without_Kid,Without_Teen,2012-08-18,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,1,54,1229,0,Single,0
Postgraduate,Married,37633.0,With_Kid,With_Teen,2012-09-20,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,68,38,1,Partner,2
Postgraduate,Together,39767.0,Without_Kid,Without_Teen,2013-07-21,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,74,485,0,Partner,0
Undergraduate,Married,26997.0,Without_Kid,Without_Teen,2012-11-05,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,74,434,0,Partner,0
Graduate,Divorced,33986.0,With_Kid,Without_Teen,2013-03-14,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,55,44,1,Single,1
Postgraduate,Married,57091.0,Without_Kid,With_Teen,2012-11-23,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,1,53,496,1,Partner,1
Undergraduate,Married,46831.0,With_Kid,With_Teen,2013-06-08,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,56,78,1,Partner,2
Postgraduate,Married,83151.0,Without_Kid,Without_Teen,2013-02-10,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,1,53,2346,0,Partner,0
Graduate,Married,52531.0,Without_Kid,Without_Teen,2012-12-30,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,54,794,0,Partner,0
Graduate,Married,15759.0,Without_Kid,Without_Teen,2013-09-05,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,69,17,0,Partner,0
Graduate,Single,22804.0,With_Kid,Without_Teen,2013-07-31,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,54,26,1,Single,1
Undergraduate,Married,43050.0,With_Kid,Without_Teen,2014-03-18,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,52,76,1,Partner,1
Postgraduate,Single,42997.0,With_Kid,With_Teen,2013-12-07,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0,48,15,1,Single,2
Postgraduate,Single,48918.0,With_Kid,With_Teen,2014-04-12,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,62,62,1,Single,2
Postgraduate,Together,60033.0,Without_Kid,With_Teen,2014-03-29,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,71,198,1,Partner,1
Postgraduate,Together,34043.0,With_Kid,Without_Teen,2013-10-25,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,0,47,49,1,Partner,1
Graduate,Together,57811.0,Without_Kid,With_Teen,2013-06-24,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,0,59,802,1,Partner,1
Graduate,Married,78569.0,Without_Kid,Without_Teen,2014-02-19,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,1,79,1736,0,Partner,0
Graduate,Single,7500.0,With_Kid,With_Teen,2012-12-27,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,47,57,1,Single,2
Postgraduate,Together,157733.0,With_Kid,Without_Teen,2013-06-04,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,0,54,59,1,Partner,1
Graduate,Together,94384.0,Without_Kid,Without_Teen,2013-03-04,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,72,2302,0,Partner,0
Undergraduate,Married,23148.0,Without_Kid,Without_Teen,2014-02-18,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,40,37,0,Partner,0
Graduate,Divorced,44267.0,With_Kid,With_Teen,2013-02-25,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0,55,310,1,Single,2
Graduate,Married,71626.0,Without_Kid,Without_Teen,2012-11-01,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,0,46,1305,0,Partner,0
Graduate,Together,60894.0,Without_Kid,With_Teen,2013-06-28,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,59,832,1,Partner,1
Graduate,Together,50200.0,With_Kid,With_Teen,2013-04-03,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,0,49,401,1,Partner,2
Postgraduate,Married,81051.0,Without_Kid,Without_Teen,2014-05-23,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,0,60,1501,0,Partner,0
Graduate,Married,65169.0,Without_Kid,Without_Teen,2014-01-14,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,1,43,1189,0,Partner,0
Graduate,Together,59868.0,Without_Kid,With_Teen,2013-07-22,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,53,1194,1,Partner,1
Postgraduate,Married,65695.0,Without_Kid,With_Teen,2014-01-31,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,65,656,1,Partner,1
Postgraduate,Single,64857.0,Without_Kid,Without_Teen,2012-11-23,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,69,1540,0,Single,0
Postgraduate,Together,45143.0,Without_Kid,With_Teen,2013-08-26,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0,60,311,1,Partner,1
Undergraduate,Together,74805.0,Without_Kid,With_Teen,2013-11-06,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,70,820,1,Partner,1
Undergraduate,Married,59060.0,With_Kid,Without_Teen,2014-01-11,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0,36,274,1,Partner,1
Postgraduate,Single,27238.0,With_Kid,With_Teen,2013-04-20,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,63,57,1,Single,2
Graduate,Together,47009.0,Without_Kid,With_Teen,2013-10-01,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,0,60,448,1,Partner,1
Undergraduate,Married,46094.0,With_Kid,With_Teen,2014-06-10,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0,52,44,1,Partner,2
Graduate,Married,40321.0,With_Kid,With_Teen,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,53,102,1,Partner,2
Graduate,Together,37235.0,With_Kid,Without_Teen,2014-02-01,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,0,41,61,1,Partner,1
Postgraduate,Married,81843.0,Without_Kid,Without_Teen,2013-04-22,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,65,1643,0,Partner,0
Postgraduate,Together,46692.0,Without_Kid,With_Teen,2013-06-06,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0,67,397,1,Partner,1
Graduate,Together,77382.0,Without_Kid,With_Teen,2014-01-07,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,0,57,1121,1,Partner,1
Graduate,Single,37774.0,With_Kid,Without_Teen,2012-09-03,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,48,473,1,Single,2
Undergraduate,Married,18393.0,With_Kid,Without_Teen,2014-03-29,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0,51,50,1,Partner,1
Postgraduate,Married,72828.0,Without_Kid,With_Teen,2013-02-14,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0,63,1678,1,Partner,1
Graduate,Married,24711.0,Without_Kid,Without_Teen,2014-04-18,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,0,43,58,0,Partner,0
Postgraduate,Married,45503.0,With_Kid,Without_Teen,2013-09-25,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,50,170,1,Partner,1
Postgraduate,Single,6560.0,Without_Kid,Without_Teen,2013-12-12,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,0,43,373,0,Single,0
Postgraduate,Together,71604.0,Without_Kid,Without_Teen,2013-11-17,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,1,80,1196,0,Partner,0
